age,gender,dress,wind_speed,BMI,height,RH,in_car_temperature,PMV,PPD,M,need_temperature,The_wind_type,wind_scale,direction
中年,男,夏装,中风,15.2,1.84,39.8,34.3,3.07,99.4,1.029556345,20.5,冷气,大风,中
中年,男,夏装,低风,19.4,1.64,13,47.3,9.95,100,1.042692536,18.5,冷气,大风,中
童年,女,春秋装,低风,26.3,1.53,64.8,19.1,-2.24,86.3,1.152180385,25.5,暖气,低风,下
少年,男,春秋装,中风,18.6,1.8,70.8,21.3,-1.81,67.4,1.22644471,21.5,暖气,低风,下
童年,男,夏装,大风,32,1.65,14.1,45.1,9.48,100,1.31072542,18.5,冷气,大风,中
中年,女,夏装,无风,33.9,1.75,44.6,39.3,5.43,100,0.98817414,19.5,冷气,大风,中
老年,男,冬装,无风,26.2,1.8,64,12,-2.42,91.5,1.076585028,23,暖气,低风,下
青年,男,春秋装,中风,25,1.69,59.9,16,-3.41,99.9,1.193556262,21.5,暖气,大风,中
中年,女,春秋装,大风,17.7,1.64,68.6,15.7,-5.11,100,0.982599449,21.5,暖气,大风,中
青年,女,夏装,低风,31.7,1.72,50.4,31.3,1.47,49,1.045461651,20.5,通风,低风,下
老年,男,冬装,大风,21.7,1.76,64.7,7.3,-4.85,100,1.0296283,23.5,暖气,大风,中
中年,女,春秋装,低风,15.9,1.58,72.6,17.2,-3.09,99.4,0.990858368,25.5,暖气,大风,中
青年,男,夏装,无风,21,1.65,15.1,47.8,8.06,100,1.165739826,18.5,冷气,大风,中
童年,男,春秋装,中风,27.2,1.42,50.5,16.4,-2.91,98.7,1.302423483,21.5,暖气,中风,上
老年,女,夏装,大风,31.9,1.61,51.5,30,0.44,9,0.967954392,无,无,无,无
少年,女,夏装,低风,16.7,1.67,44.9,29.2,0.79,18.1,1.108198404,21.5,通风,低风,下
童年,男,冬装,无风,22.4,1.45,58.9,9.8,-1.96,75.1,1.282442538,22,暖气,低风,下
中年,男,冬装,中风,17.1,1.78,63.8,9.5,-3.86,100,1.041615321,23.5,暖气,大风,中
童年,女,春秋装,无风,34.6,1.63,58.3,21.7,-0.8,18.5,1.115716771,无,无,无,无
童年,男,冬装,大风,15,1.49,75.4,9.1,-3.39,99.9,1.243879619,23.5,暖气,大风,中
童年,女,冬装,大风,22.1,1.54,80.9,10.2,-4.27,100,1.15651084,22.5,暖气,大风,中
少年,女,春秋装,大风,15.6,1.66,47.4,20.5,-3.04,99.3,1.11223164,21.5,暖气,大风,中
少年,男,春秋装,大风,21.8,1.79,66.1,19.9,-2.68,96.5,1.244774908,21.5,暖气,中风,上
老年,男,冬装,中风,33,1.69,53.4,9.9,-3.51,100,1.105545651,23.5,暖气,大风,中
童年,女,春秋装,低风,31.1,1.52,79.5,16,-2.81,97.9,1.147631561,24.5,暖气,中风,上
童年,女,春秋装,大风,29.9,1.52,47.2,17.5,-3.53,100,1.149413047,21.5,暖气,大风,中
中年,女,冬装,无风,30.3,1.74,62.9,5.3,-3.84,100,0.985324228,23.5,暖气,大风,中
童年,女,冬装,大风,18.3,1.55,72.2,3.5,-5.16,100,1.160830563,24.5,暖气,大风,中
童年,男,春秋装,无风,26.7,1.51,47.3,20.7,-0.87,20.9,1.296162943,无,无,无,无
青年,男,夏装,无风,32.3,1.77,44.4,25.9,0.14,5.4,1.236458318,无,无,无,无
少年,女,冬装,中风,33.5,1.54,85.1,6.9,-4.12,100,1.122711268,23.5,暖气,大风,中
少年,女,夏装,中风,20.2,1.64,31.7,35.3,3.58,100,1.111971969,19.5,冷气,大风,中
童年,男,冬装,中风,18,1.64,74.5,11.9,-3.09,99.4,1.252173086,22.5,暖气,大风,中
童年,男,夏装,低风,26.5,1.58,63.9,23.3,-1.11,30.8,1.292882953,无,无,无,无
老年,女,春秋装,无风,15.2,1.63,67.2,18.1,-2.24,86.2,0.935143692,25,暖气,低风,下
中年,男,春秋装,低风,28.7,1.76,74.9,19.8,-2,76.7,1.134705977,25.5,暖气,低风,下
童年,女,春秋装,低风,32.9,1.53,72.6,18.6,-2.41,91.3,1.142337075,25.5,暖气,低风,下
中年,女,冬装,中风,22.6,1.74,66,8.2,-4.65,100,0.975385152,23.5,暖气,大风,中
少年,男,夏装,大风,17.8,1.81,56,31.9,1.6,56.1,1.221455931,20.5,通风,低风,下
中年,女,夏装,大风,22.9,1.63,25.1,48.2,14.46,100,0.99077868,18.5,冷气,大风,中
老年,女,春秋装,大风,28.3,1.68,79.2,19.1,-4.46,100,0.955895744,21.5,暖气,大风,中
老年,女,夏装,无风,29.9,1.53,50.8,34.2,3.12,99.5,0.97428739,20.5,冷气,大风,中
少年,女,夏装,大风,22.7,1.63,40.8,28.2,-0.36,7.7,1.111728683,无,无,无,无
中年,女,夏装,低风,23.7,1.59,34.9,38.9,5.72,100,0.997785084,19.5,冷气,大风,中
少年,男,冬装,无风,26.6,1.8,67.9,8.8,-2.15,83.2,1.268393167,22,暖气,低风,下
中年,女,春秋装,低风,25.2,1.57,68.7,21.5,-1.83,68.6,1.002343532,26,暖气,低风,下
老年,男,春秋装,中风,23.6,1.63,72.4,15.7,-4.29,100,1.020800329,21.5,暖气,大风,中
青年,女,春秋装,中风,32.5,1.56,65.1,19.5,-3.1,99.5,1.073732982,21.5,暖气,大风,中
老年,男,夏装,无风,17,1.73,30.4,48.6,9.95,100,0.973810263,18.5,冷气,大风,中
童年,男,夏装,低风,18.2,1.51,40.2,36.3,3.89,100,1.259595757,19.5,冷气,大风,中
童年,女,春秋装,无风,27.9,1.5,55.5,15.2,-2.28,87.5,1.158556615,23.5,暖气,低风,下
童年,女,冬装,无风,15.4,1.51,78.2,1.1,-3.81,100,1.181369341,23,暖气,大风,中
青年,女,夏装,无风,27.5,1.53,45.3,27.1,0.4,8.3,1.08221145,无,无,无,无
老年,男,夏装,低风,15.7,1.6,30.9,39,5.87,100,0.929483172,19.5,冷气,大风,中
中年,女,夏装,中风,23.5,1.7,49.9,26.6,-1.23,36.9,0.981726012,无,无,无,无
老年,女,夏装,中风,20,1.7,28.6,44.1,10.53,100,0.937799107,18.5,冷气,大风,中
童年,男,春秋装,大风,24.7,1.59,53.1,20.5,-2.38,90.5,1.285448757,21.5,暖气,低风,下
童年,男,春秋装,大风,18.2,1.4,63.5,19.2,-2.89,98.5,1.267603244,21.5,暖气,中风,上
童年,男,春秋装,大风,16.6,1.42,61.8,16.6,-3.35,99.9,1.25807769,21.5,暖气,大风,中
童年,女,春秋装,中风,30,1.53,60.1,17.5,-3.08,99.4,1.146411742,21.5,暖气,大风,中
少年,女,冬装,低风,33.7,1.75,73.5,9.9,-3.05,99.3,1.078655473,24,暖气,大风,中
老年,女,春秋装,低风,34.9,1.53,67.8,18.8,-3.05,99.3,0.9799748,21.5,暖气,大风,中
老年,男,夏装,中风,19.6,1.77,59.1,24.2,-2.33,89.1,1.010506219,21.5,暖气,低风,下
青年,男,春秋装,大风,26.2,1.82,56.2,17.7,-3.17,99.6,1.208731677,21.5,暖气,大风,中
青年,男,春秋装,低风,17.9,1.71,60.7,19.2,-2.24,86.5,1.146942912,25.5,暖气,低风,下
中年,男,夏装,大风,24.7,1.67,56.7,23.8,-2.73,97,1.092819172,21.5,暖气,中风,上
青年,男,夏装,低风,28.6,1.82,30.1,35.3,3.31,99.8,1.221679078,19.5,冷气,大风,中
老年,女,春秋装,无风,26.9,1.61,61.6,18.8,-2.18,84.1,0.960781826,25,暖气,低风,下
少年,男,夏装,无风,22.9,1.62,53.2,33.7,2.79,97.7,1.250365589,25.5,冷气,中风,上
童年,男,夏装,无风,24.2,1.61,13.2,45.3,6.66,100,1.282747781,18.5,冷气,大风,中
少年,女,夏装,大风,24.1,1.63,28.2,42.5,9,100,1.110242407,18.5,冷气,大风,中
老年,女,夏装,低风,28.6,1.63,40.5,33.4,2.47,92.9,0.961258241,20.5,冷气,低风,下
中年,男,冬装,低风,29.8,1.8,68.5,13.7,-2.48,92.9,1.147289697,24,暖气,低风,下
少年,女,春秋装,低风,24.3,1.72,55.6,16.4,-3.01,99.2,1.089463234,25.5,暖气,大风,中
青年,男,春秋装,低风,15.7,1.72,68.3,18.4,-2.16,83.3,1.129610028,25,暖气,低风,下
童年,男,春秋装,中风,24.2,1.55,52.2,17.9,-2.49,93.2,1.284837706,21.5,暖气,低风,下
老年,女,春秋装,大风,17.1,1.68,68,19.7,-4.45,100,0.93321217,21.5,暖气,大风,中
青年,男,春秋装,低风,21.2,1.83,68.3,21.8,-1.22,36.4,1.178301962,无,无,无,无
老年,男,春秋装,中风,15.1,1.63,63.7,16.8,-4.69,100,0.928881636,21.5,暖气,大风,中
中年,女,冬装,中风,16.4,1.52,69.2,11.8,-4.2,100,1.003432276,22.5,暖气,大风,中
少年,男,夏装,低风,26.6,1.8,50.7,29,0.92,22.8,1.268393167,26.5,通风,低风,下
童年,女,冬装,无风,20.3,1.5,73.3,3.9,-3.31,99.8,1.173219618,23.5,暖气,大风,中
中年,女,夏装,中风,20.9,1.72,32.3,32,1.26,38,0.975406429,20.5,通风,低风,下
老年,男,冬装,大风,28.4,1.78,58,6.4,-4.79,100,1.090052014,23.5,暖气,大风,中
童年,男,春秋装,中风,20.8,1.51,65.4,18.1,-2.4,91.2,1.272023338,21.5,暖气,低风,下
中年,女,春秋装,低风,26.6,1.61,62.5,18.4,-2.66,96.2,0.997533098,25.5,暖气,中风,上
少年,女,夏装,大风,18.6,1.64,36.3,43,9.52,100,1.113872185,18.5,冷气,大风,中
童年,男,冬装,无风,31.9,1.58,67.9,8.8,-2.06,79.6,1.311759778,21.5,暖气,低风,下
少年,女,冬装,无风,15,1.52,58.2,13.5,-1.91,72.4,1.156119717,23,暖气,低风,下
老年,男,春秋装,无风,17.9,1.8,65.9,18.3,-1.76,65.1,0.997826898,24,暖气,低风,下
童年,男,冬装,低风,19.9,1.65,64.1,4.9,-3.52,100,1.261722642,24.5,暖气,大风,中
童年,女,冬装,大风,29.5,1.59,57,10,-4.52,100,1.130925605,22.5,暖气,大风,中
童年,男,春秋装,无风,22.2,1.49,60.7,18.8,-1.33,41.9,1.279271999,无,无,无,无
老年,女,春秋装,低风,20.8,1.51,66.1,16.7,-3.53,100,0.964313345,26,暖气,大风,中
老年,男,春秋装,低风,19.7,1.76,70,16.7,-3.17,99.6,1.009616863,25.5,暖气,大风,中
少年,男,冬装,中风,32.3,1.6,43,4.6,-4.04,100,1.289617737,24.5,暖气,大风,中
少年,女,春秋装,大风,20.4,1.73,59,21.4,-2.67,96.3,1.090065233,21.5,暖气,中风,上
老年,女,冬装,大风,15.7,1.69,64.7,5.8,-6.26,100,0.928319896,23.5,暖气,大风,中
少年,男,春秋装,中风,32.6,1.81,67.5,16.1,-2.98,99,1.292758649,21.5,暖气,中风,上
老年,女,冬装,低风,30.9,1.73,57.3,9.8,-3.81,100,0.955810244,25.5,暖气,大风,中
少年,男,冬装,大风,30.7,1.81,66.1,8,-3.53,100,1.285615904,23.5,暖气,大风,中
青年,男,春秋装,低风,18.7,1.72,69.4,18.9,-2.28,87.6,1.153657145,25.5,暖气,低风,下
中年,女,春秋装,无风,31,1.74,55.2,20.9,-1.33,42.1,0.986102289,无,无,无,无
中年,女,春秋装,无风,30.7,1.56,59.9,15.4,-2.65,96.1,1.008138658,24,暖气,中风,上
少年,女,夏装,中风,20.1,1.53,49.7,26.5,-0.78,17.7,1.143265451,无,无,无,无
中年,男,冬装,低风,27.1,1.72,60.2,1.4,-4.89,100,1.118068844,25,暖气,大风,中
老年,男,冬装,大风,23.6,1.79,65.6,14.8,-3.35,99.9,1.052807363,22.5,暖气,大风,中
中年,男,春秋装,无风,15.1,1.75,59.3,19.3,-1.71,62.2,1.015490641,24.5,暖气,低风,下
老年,男,冬装,大风,17,1.6,60.4,5.7,-6.1,100,0.945330835,23.5,暖气,大风,中
老年,男,冬装,中风,34.3,1.78,66,5.4,-4.5,100,1.129898162,23.5,暖气,大风,中
童年,男,春秋装,低风,22.6,1.4,50.9,20,-1.64,58.3,1.286647449,25,暖气,低风,下
青年,女,春秋装,低风,23.6,1.6,78.8,18.4,-2.3,88.3,1.068046493,25,暖气,低风,下
老年,男,夏装,低风,30,1.65,44.8,29.6,0.93,23.3,1.077066471,21.5,通风,低风,下
童年,男,夏装,无风,17.7,1.62,42.8,33.5,2.59,95.1,1.251361537,25.5,冷气,中风,上
老年,男,春秋装,大风,27,1.67,78.8,16.9,-4.05,100,1.058279974,21.5,暖气,大风,中
童年,男,夏装,低风,25.6,1.49,43.1,36.8,4.13,100,1.29294375,19.5,冷气,大风,中
中年,女,冬装,中风,27.5,1.59,63.2,2,-6.14,100,1.001252891,24.5,暖气,大风,中
童年,女,冬装,大风,26.3,1.49,67.2,5.4,-4.66,100,1.164498053,23.5,暖气,大风,中
中年,男,夏装,低风,17.1,1.8,20.5,42.9,7.59,100,1.044495822,18.5,冷气,大风,中
少年,女,冬装,无风,23.4,1.66,76.6,2.9,-3.72,100,1.103677943,23.5,暖气,大风,中
童年,女,春秋装,低风,32.6,1.58,50.1,16.8,-2.75,97.4,1.129674868,25.5,暖气,中风,上
中年,女,春秋装,无风,23.4,1.64,69.8,18.8,-1.94,73.8,0.989870748,24.5,暖气,低风,下
少年,男,冬装,低风,23.8,1.69,59,8.7,-2.76,97.5,1.254605872,23.5,暖气,中风,上
少年,男,冬装,中风,16.2,1.7,54.5,14.8,-2.51,93.7,1.211538673,22.5,暖气,中风,上
童年,女,夏装,中风,24.7,1.46,39.2,38.4,5.56,100,1.177531055,19.5,冷气,大风,中
少年,女,春秋装,无风,15.7,1.71,64.7,21.4,-0.88,21.2,1.098949198,无,无,无,无
童年,女,冬装,中风,17.1,1.55,73.2,10.5,-3.82,100,1.163402256,22.5,暖气,大风,中
少年,男,冬装,低风,15.1,1.7,69.8,7.5,-3.16,99.6,1.204085439,23.5,暖气,大风,中
中年,男,冬装,低风,17.9,1.82,47.5,13.2,-3.01,99.2,1.055469032,25,暖气,大风,中
少年,女,春秋装,大风,24.3,1.54,54.6,19.6,-3.3,99.8,1.133847499,21.5,暖气,大风,中
童年,女,夏装,无风,27.4,1.65,26.2,42.1,6.03,100,1.118540224,18.5,冷气,大风,中
青年,男,冬装,大风,15.5,1.73,73.8,13.8,-3.32,99.9,1.128465046,22.5,暖气,大风,中
少年,女,冬装,中风,30.2,1.66,61.5,13.9,-3.14,99.6,1.097999172,22.5,暖气,大风,中
童年,女,春秋装,低风,17.6,1.5,55.3,17.6,-2.31,88.7,1.179455838,25,暖气,低风,下
老年,男,春秋装,低风,27,1.8,67.8,18.8,-2.57,94.8,1.082923488,26,暖气,中风,上
青年,男,夏装,中风,19.4,1.77,46.8,32.6,2.04,78.3,1.161892901,20.5,冷气,低风,下
童年,男,冬装,中风,24.5,1.43,71.6,2,-4.56,100,1.29202665,24.5,暖气,大风,中
童年,女,夏装,低风,29.4,1.46,37,35.3,3.43,99.9,1.168505735,19.5,冷气,大风,中
青年,女,冬装,低风,27.7,1.57,70.8,11.7,-3.27,99.8,1.073243272,24.5,暖气,大风,中
中年,男,夏装,中风,20.3,1.8,26.2,44.1,9.49,100,1.075475748,18.5,冷气,大风,中
童年,男,春秋装,中风,17.7,1.56,61.3,19.3,-2.51,93.6,1.254203627,21.5,暖气,中风,上
少年,女,冬装,中风,32.4,1.62,75.3,13.4,-3.22,99.7,1.104952834,22.5,暖气,大风,中
青年,男,春秋装,中风,16,1.78,57.7,19,-3.07,99.4,1.135620776,21.5,暖气,大风,中
老年,男,夏装,大风,34.2,1.75,41.6,28.7,-0.05,5.1,1.12410354,无,无,无,无
童年,女,冬装,低风,22,1.55,66.4,3.1,-4.33,100,1.153602185,25,暖气,大风,中
老年,男,冬装,大风,20.9,1.69,76.4,3.8,-5.96,100,1.007806205,24.5,暖气,大风,中
老年,女,夏装,大风,21.4,1.55,20.3,46.8,13.49,100,0.959369399,18.5,冷气,大风,中
老年,男,春秋装,低风,33.1,1.83,44,16.9,-2.75,97.3,1.130772938,25.5,暖气,中风,上
青年,女,冬装,中风,33.9,1.55,59.4,10.1,-4.38,100,1.075293828,22.5,暖气,大风,中
少年,女,夏装,低风,26.9,1.62,53.5,27.9,0.31,7,1.109858153,无,无,无,无
青年,男,春秋装,无风,33.4,1.81,70.6,18.4,-1.21,35.7,1.24390623,无,无,无,无
老年,男,夏装,无风,16.3,1.64,31.6,43.6,7.41,100,0.946155945,18.5,冷气,大风,中
青年,男,春秋装,大风,15.6,1.71,47.8,20.2,-3.1,99.5,1.128177891,21.5,暖气,大风,中
少年,男,春秋装,低风,17,1.75,66.2,17.2,-2.27,87.4,1.216404289,24.5,暖气,低风,下
中年,女,夏装,无风,21.6,1.53,31.6,42,6.4,100,1.006151249,18.5,冷气,大风,中
少年,女,春秋装,低风,33.3,1.55,61.2,16.4,-2.86,98.3,1.120438817,25,暖气,中风,上
老年,女,冬装,低风,17.9,1.66,80.1,12.3,-3.91,100,0.937655236,25.5,暖气,大风,中
青年,男,夏装,无风,22.6,1.83,14.9,45.2,6.9,100,1.187618609,18.5,冷气,大风,中
少年,女,春秋装,大风,31.4,1.6,72,18.2,-3.31,99.8,1.110334914,21.5,暖气,大风,中
少年,男,冬装,低风,28,1.66,78.2,3.6,-3.72,100,1.273341524,24.5,暖气,大风,中
少年,女,夏装,无风,25,1.5,47.8,22.3,-1.13,32.1,1.144538094,无,无,无,无
少年,男,春秋装,大风,19.4,1.72,74.2,17.6,-3.04,99.3,1.231243784,21.5,暖气,大风,中
中年,女,春秋装,中风,20,1.52,60.3,21.3,-2.64,95.9,1.006697893,21.5,暖气,中风,上
中年,女,夏装,中风,16.8,1.65,53.9,23.8,-2.79,97.7,0.979616474,21.5,暖气,中风,上
青年,女,夏装,大风,32.7,1.52,47.5,30,0.65,14,1.082048412,20.5,通风,低风,下
少年,女,夏装,低风,16.4,1.74,27.7,37.5,4.56,100,1.090913071,19.5,冷气,大风,中
中年,男,冬装,大风,23,1.73,65,2.6,-5.81,100,1.088502789,24.5,暖气,大风,中
童年,男,冬装,大风,31.5,1.55,53.4,4.8,-4.2,100,1.311259091,24.5,暖气,大风,中
老年,女,冬装,无风,23.9,1.68,42,7.5,-3.69,100,0.948095757,24.5,暖气,大风,中
童年,女,冬装,大风,16.3,1.57,61.8,11,-4.07,100,1.15855331,22.5,暖气,大风,中
童年,男,夏装,中风,17.9,1.47,22.3,49.9,11.87,100,1.260701513,18.5,冷气,大风,中
老年,女,夏装,无风,21.3,1.65,54.3,25.2,-0.55,11.3,0.946281811,无,无,无,无
青年,男,冬装,中风,30.5,1.76,53.4,12.2,-3.16,99.6,1.227370901,22.5,暖气,大风,中
少年,男,冬装,无风,27.7,1.69,48.6,12.1,-1.99,76.3,1.272225773,22.5,暖气,低风,下
中年,女,冬装,低风,26.2,1.72,70.1,5.9,-4.56,100,0.982700712,25,暖气,大风,中
老年,女,冬装,中风,27.7,1.56,80.1,11.5,-4.57,100,0.96775196,22.5,暖气,大风,中
童年,女,夏装,中风,33.6,1.48,41.1,28.4,0.1,5.2,1.155484193,无,无,无,无
中年,男,春秋装,低风,19.8,1.61,63.2,21.2,-1.85,69.7,1.041416783,26,暖气,低风,下
青年,女,夏装,低风,24.5,1.62,57.3,28.5,0.54,11.2,1.063588028,21.5,通风,低风,下
中年,男,夏装,低风,17.5,1.79,39.7,32.5,2.01,77.3,1.047173241,20.5,冷气,低风,下
青年,男,春秋装,无风,30.7,1.73,56.3,19.2,-1.34,42.3,1.226403597,无,无,无,无
青年,男,夏装,中风,18.4,1.68,33.1,35.4,3.63,100,1.148958416,19.5,冷气,大风,中
中年,男,冬装,大风,15.2,1.79,70.6,11.8,-4.46,100,1.022500889,22.5,暖气,大风,中
老年,女,冬装,大风,15.5,1.58,65.4,11.1,-5.43,100,0.943337219,22.5,暖气,大风,中
青年,女,冬装,无风,27.1,1.52,70.9,6.5,-3.06,99.4,1.08474559,22.5,暖气,大风,中
童年,女,冬装,无风,24.2,1.52,68.3,8.6,-2.45,92.2,1.158875818,22.5,暖气,低风,下
老年,女,夏装,无风,34.1,1.72,26.5,46.4,8.71,100,0.961409994,18.5,冷气,大风,中
童年,女,夏装,无风,19.4,1.59,17,50,9.13,100,1.146174847,21.5,冷气,大风,中
中年,男,冬装,低风,26.5,1.64,74,1.7,-4.88,100,1.101527637,25,暖气,大风,中
中年,女,夏装,无风,30.8,1.61,9,49.2,9.4,100,1.001208369,18.5,冷气,大风,中
中年,男,冬装,中风,34,1.73,63.9,2.8,-4.98,100,1.162641336,24.5,暖气,大风,中
少年,男,冬装,无风,34.1,1.63,62,7,-2.44,92,1.295968317,22,暖气,低风,下
中年,男,春秋装,中风,26.6,1.8,66.5,18.6,-3.23,99.7,1.125883487,21.5,暖气,大风,中
中年,女,春秋装,无风,20.2,1.73,77.5,19.1,-1.9,71.9,0.972980962,24.5,暖气,低风,下
少年,男,冬装,无风,15.1,1.68,58.9,7.1,-2.64,96,1.204367447,22.5,暖气,中风,上
青年,女,冬装,大风,15.4,1.65,63.1,13.6,-3.72,100,1.05850197,22.5,暖气,大风,中
童年,男,冬装,中风,26,1.56,65.9,3.1,-4.32,100,1.291619032,24.5,暖气,大风,中
少年,男,冬装,大风,16.9,1.62,65.6,9.3,-3.46,99.9,1.217133473,23.5,暖气,大风,中
少年,女,春秋装,中风,28.8,1.72,74.6,17.7,-3.19,99.7,1.086631082,21.5,暖气,大风,中
老年,男,春秋装,低风,19.5,1.76,60.1,15.7,-3.58,100,1.007524304,25.5,暖气,大风,中
少年,女,夏装,中风,26,1.61,24,44.3,9.35,100,1.113198505,18.5,冷气,大风,中
青年,女,冬装,低风,24.5,1.64,59.4,2.9,-4.85,100,1.059515404,25.5,暖气,大风,中
中年,女,冬装,低风,16.1,1.7,58.2,0.6,-6.07,100,0.970414411,26.5,暖气,大风,中
青年,男,春秋装,中风,32.1,1.6,65.7,16.7,-3.03,99.3,1.224378903,21.5,暖气,大风,中
童年,男,冬装,中风,28.6,1.56,74.7,2.7,-4.36,100,1.301214602,24.5,暖气,大风,中
少年,女,冬装,低风,27.7,1.67,76.8,0.9,-5.08,100,1.097738412,25,暖气,大风,中
童年,男,春秋装,大风,21.5,1.44,64,19.7,-2.65,96.1,1.279305812,21.5,暖气,中风,上
童年,女,春秋装,无风,22.6,1.47,64.7,18.7,-1.52,52.2,1.17853205,24,暖气,低风,下
童年,男,夏装,无风,30.3,1.46,63,33.3,2.72,96.9,1.310672724,25,冷气,中风,上
青年,男,春秋装,无风,22.7,1.82,48,17,-1.77,65.7,1.187648185,24,暖气,低风,下
中年,女,夏装,大风,16.9,1.5,53.2,29.2,0.11,5.3,1.008131404,无,无,无,无
青年,女,夏装,大风,26.2,1.67,26.8,41.1,8.2,100,1.05362461,18.5,冷气,大风,中
中年,男,夏装,中风,21.2,1.83,41.4,28.8,0.18,5.7,1.08763469,无,无,无,无
青年,女,春秋装,无风,31.9,1.54,57.1,16,-2.24,86.4,1.078089832,24,暖气,低风,下
童年,男,春秋装,无风,27.9,1.42,69.2,15.9,-1.73,63.4,1.304816116,23,暖气,低风,下
童年,男,冬装,中风,29.1,1.47,53.3,6.9,-3.46,99.9,1.306305222,23.5,暖气,大风,中
中年,男,冬装,中风,19.5,1.72,73.5,10.6,-4.28,100,1.056348999,22.5,暖气,大风,中
童年,女,夏装,无风,25,1.59,21,48.1,8.44,100,1.137058246,18.5,冷气,大风,中
青年,男,夏装,中风,17.8,1.82,45.6,26.1,-0.98,25.1,1.152705182,无,无,无,无
少年,男,夏装,中风,18.9,1.67,49.5,30.3,0.73,16.3,1.228590558,20.5,通风,低风,下
童年,女,夏装,无风,16.7,1.54,61.9,24.8,-0.17,5.6,1.167657769,无,无,无,无
少年,女,冬装,低风,23,1.68,80.4,1.9,-4.84,100,1.099349922,25,暖气,大风,中
老年,男,冬装,中风,21.6,1.84,60.2,6.7,-4.62,100,1.043399325,23.5,暖气,大风,中
童年,女,春秋装,中风,24.7,1.62,79.1,16.1,-3.57,100,1.129422573,21.5,暖气,大风,中
少年,女,夏装,大风,26.2,1.66,46.9,37.8,5.82,100,1.101176173,19.5,冷气,大风,中
中年,男,夏装,无风,27.5,1.72,47.9,22.8,-1.01,26.5,1.120858868,无,无,无,无
少年,女,春秋装,大风,18,1.73,61,19.3,-3.58,100,1.091954188,21.5,暖气,大风,中
童年,男,春秋装,无风,16.5,1.54,60.1,20.3,-0.98,25.4,1.248878098,无,无,无,无
中年,男,冬装,无风,25.2,1.66,59.9,14.6,-1.79,66.3,1.095068027,23,暖气,低风,下
中年,女,春秋装,大风,23,1.53,63.8,16.4,-4.61,100,1.0072928,21.5,暖气,大风,中
少年,女,夏装,中风,19.2,1.66,33.9,35.6,3.81,100,1.107953634,19.5,冷气,大风,中
老年,男,冬装,低风,33.2,1.82,59.1,14.8,-2.28,87.7,1.129764466,24.5,暖气,低风,下
童年,女,冬装,中风,29.4,1.6,58.3,2.3,-5.29,100,1.128500784,24.5,暖气,大风,中
童年,女,春秋装,中风,23.3,1.6,53.7,20.7,-2.42,91.7,1.136835128,21.5,暖气,低风,下
中年,女,春秋装,中风,33.7,1.7,51.5,20.9,-2.96,98.9,0.993025442,21.5,暖气,中风,上
中年,女,夏装,无风,15.6,1.58,20.9,44,7.16,100,0.990475468,18.5,冷气,大风,中
老年,男,夏装,低风,17.5,1.66,34.9,35.2,3.5,100,0.964833186,19.5,冷气,大风,中
青年,女,冬装,中风,21.1,1.62,73.2,10.5,-4.28,100,1.064296739,22.5,暖气,大风,中
青年,男,夏装,低风,22.9,1.64,51.7,31.5,1.67,60.2,1.177544002,20.5,通风,低风,下
青年,女,夏装,低风,24.5,1.53,53.8,33.1,2.52,93.9,1.083735095,20.5,冷气,中风,上
中年,女,夏装,低风,27.4,1.57,26.3,45.5,9.49,100,1.004173382,18.5,冷气,大风,中
